POD Load Time 00:00:01.6770045
Loop 8395 - 00:00:00.0800009 
Loop 8396 - 00:00:00.0749989 
Loop 8397 - 00:00:00.5420013 
Loop 8398 - 00:00:00.0819998 
Loop 8399 - 00:00:00.0750011 
Loop 8400 - 00:00:00.0749991 
Loop 8401 - 00:00:00.0729990 
Loop 8402 - 00:00:00.5440012 
Loop 8403 - 00:00:00.0760018 
Loop 8404 - 00:00:00.0799983 
Loop 8405 - 00:00:00.0790011 
Loop 8406 - 00:00:00.5380004 
Loop 8407 - 00:00:00.0809983 
Loop 8408 - 00:00:00.0770006 
Loop 8409 - 00:00:00.5340027 
Loop 8410 - 00:00:00.0829985 
Loop 8411 - 00:00:00.0799994 
Loop 8412 - 00:00:00.0750016 
Loop 8413 - 00:00:00.0799999 
Loop 8414 - 00:00:00.0800002 
Loop 8415 - 00:00:00.0749991 
Loop 8416 - 00:00:00.0739989 
Loop 8417 - 00:00:00.0770013 
Loop 8418 - 00:00:00.0780001 
Loop 8419 - 00:00:00.0750000 
Loop 8420 - 00:00:00.0730005 
Loop 8421 - 00:00:00.0749992 
Loop 8422 - 00:00:00.5240002 
Loop 8423 - 00:00:00.0760036 
Loop 8424 - 00:00:00.0739981 
Loop 8425 - 00:00:00.0739994 
Loop 8426 - 00:00:00.0730003 
Loop 8427 - 00:00:00.0739987 
Loop 8428 - 00:00:00.0760051 
Loop 8429 - 00:00:00.0739964 
Loop 8430 - 00:00:00.0749994 
Loop 8431 - 00:00:00.0740010 
Loop 8432 - 00:00:00.0740014 
Loop 8433 - 00:00:00.0749980 
Loop 8434 - 00:00:00.5330042 
Loop 8435 - 00:00:00.0759995 
Loop 8436 - 00:00:00.0729969 
Loop 8437 - 00:00:00.0749997 
Loop 8438 - 00:00:00.0740003 
Loop 8439 - 00:00:00.0720007 
Loop 8440 - 00:00:00.0730012 
Loop 8441 - 00:00:00.0749989 
Loop 8442 - 00:00:00.0740016 
Loop 8443 - 00:00:00.0729993 
Loop 8444 - 00:00:00.0750005 
Loop 8445 - 00:00:00.5280008 
Loop 8446 - 00:00:00.0749980 
Loop 8447 - 00:00:00.0750011 
Loop 8448 - 00:00:00.0750015 
Loop 8449 - 00:00:00.0739987 
Loop 8450 - 00:00:00.0760025 
Loop 8451 - 00:00:00.0739991 
Loop 8452 - 00:00:00.0740000 
Loop 8453 - 00:00:00.0749985 
Loop 8454 - 00:00:00.0739992 
Loop 8455 - 00:00:00.5260008 
Loop 8456 - 00:00:00.0770005 
Loop 8457 - 00:00:00.0740003 
Loop 8458 - 00:00:00.0760011 
Loop 8459 - 00:00:00.0739998 
Loop 8460 - 00:00:00.0739995 
Loop 8461 - 00:00:00.0730010 
Loop 8462 - 00:00:00.0739992 
Loop 8463 - 00:00:00.0749994 
Loop 8464 - 00:00:00.5260025 
Loop 8465 - 00:00:00.0749979 
Loop 8466 - 00:00:00.0730006 
Loop 8467 - 00:00:00.0740008 
Loop 8468 - 00:00:00.0740000 
Loop 8469 - 00:00:00.0749993 
Loop 8470 - 00:00:00.0740001 
Loop 8471 - 00:00:00.0750000 
Loop 8472 - 00:00:00.5380016 
Loop 8473 - 00:00:00.0779994 
Loop 8474 - 00:00:00.0749998 
Loop 8475 - 00:00:00.0769997 
Loop 8476 - 00:00:00.0750015 
Loop 8477 - 00:00:00.0800002 
Loop 8478 - 00:00:00.0749988 
Loop 8479 - 00:00:00.5330012 
Loop 8480 - 00:00:00.0780020 
Loop 8481 - 00:00:00.0749992 
Loop 8482 - 00:00:00.0759982 
Loop 8483 - 00:00:00.0750012 
Loop 8484 - 00:00:00.0739988 
Loop 8485 - 00:00:00.5270052 
Loop 8486 - 00:00:00.0759987 
Loop 8487 - 00:00:00.0749979 
Loop 8488 - 00:00:00.0750002 
Loop 8489 - 00:00:00.0739997 
Loop 8490 - 00:00:00.5250023 
Loop 8491 - 00:00:00.0749985 
Loop 8492 - 00:00:00.0750004 
Loop 8493 - 00:00:00.0749995 
Loop 8494 - 00:00:00.5340028 
Loop 8495 - 00:00:00.0749973 
Loop 8496 - 00:00:00.0750009 
Loop 8497 - 00:00:00.5260028 
Loop 8498 - 00:00:00.0749977 
Loop 8499 - 00:00:00.0720007 
Loop 8500 - 00:00:00.0750001 
Loop 8501 - 00:00:00.0759996 
Loop 8502 - 00:00:00.0750000 
Loop 8503 - 00:00:00.0749992 
Loop 8504 - 00:00:00.0750002 
Loop 8505 - 00:00:00.0740022 
Loop 8506 - 00:00:00.0729985 
Loop 8507 - 00:00:00.0750003 
Loop 8508 - 00:00:00.0749993 
Loop 8509 - 00:00:00.0740014 
Loop 8510 - 00:00:00.5329996 
Loop 8511 - 00:00:00.0759998 
Loop 8512 - 00:00:00.0740003 
Loop 8513 - 00:00:00.0740002 
Loop 8514 - 00:00:00.0760005 
Loop 8515 - 00:00:00.0730003 
Loop 8516 - 00:00:00.0729996 
Loop 8517 - 00:00:00.0749994 
Loop 8518 - 00:00:00.0740029 
Loop 8519 - 00:00:00.0739981 
Loop 8520 - 00:00:00.0740007 
Loop 8521 - 00:00:00.0750002 
Loop 8522 - 00:00:00.5280010 
Loop 8523 - 00:00:00.0750006 
Loop 8524 - 00:00:00.0749988 
Loop 8525 - 00:00:00.0740015 
Loop 8526 - 00:00:00.0749987 
Loop 8527 - 00:00:00.0739994 
Loop 8528 - 00:00:00.0730033 
Loop 8529 - 00:00:00.0749975 
Loop 8530 - 00:00:00.0739995 
Loop 8531 - 00:00:00.0750006 
Loop 8532 - 00:00:00.0729993 
Loop 8533 - 00:00:00.5260015 
Loop 8534 - 00:00:00.0759988 
Loop 8535 - 00:00:00.0720010 
Loop 8536 - 00:00:00.0739993 
Loop 8537 - 00:00:00.0730012 
Loop 8538 - 00:00:00.0749989 
Loop 8539 - 00:00:00.0740010 
Loop 8540 - 00:00:00.0740018 
Loop 8541 - 00:00:00.0749972 
Loop 8542 - 00:00:00.0740011 
Loop 8543 - 00:00:00.5270013 
Loop 8544 - 00:00:00.0790008 
Loop 8545 - 00:00:00.0739980 
Loop 8546 - 00:00:00.0740002 
Loop 8547 - 00:00:00.0740017 
Loop 8548 - 00:00:00.0749985 
Loop 8549 - 00:00:00.0740001 
Loop 8550 - 00:00:00.0750021 
Loop 8551 - 00:00:00.0739977 
Loop 8552 - 00:00:00.5340029 
Loop 8553 - 00:00:00.0870017 
Loop 8554 - 00:00:00.0809963 
Loop 8555 - 00:00:00.0760015 
Loop 8556 - 00:00:00.0859994 
Loop 8557 - 00:00:00.0820011 
Loop 8558 - 00:00:00.0729990 
Loop 8559 - 00:00:00.0729995 
Loop 8560 - 00:00:00.5590007 
Loop 8561 - 00:00:00.0840009 
Loop 8562 - 00:00:00.0840034 
Loop 8563 - 00:00:00.0769965 
Loop 8564 - 00:00:00.0830016 
Loop 8565 - 00:00:00.0849992 
Loop 8566 - 00:00:00.0740015 
Loop 8567 - 00:00:00.5590017 
Loop 8568 - 00:00:00.0809987 
Loop 8569 - 00:00:00.0850009 
Loop 8570 - 00:00:00.0800002 
Loop 8571 - 00:00:00.0750020 
Loop 8572 - 00:00:00.0759976 
Loop 8573 - 00:00:00.5550012 
Loop 8574 - 00:00:00.0869996 
Loop 8575 - 00:00:00.0840011 
Loop 8576 - 00:00:00.0740002 
Loop 8577 - 00:00:00.0840011 
Loop 8578 - 00:00:00.5519998 
Loop 8579 - 00:00:00.0869994 
Loop 8580 - 00:00:00.0789992 
Loop 8581 - 00:00:00.0800018 
Loop 8582 - 00:00:00.5549999 
Loop 8583 - 00:00:00.0870005 
Loop 8584 - 00:00:00.0809985 
Loop 8585 - 00:00:00.5300021 
Loop 8586 - 00:00:00.0780006 
Loop 8587 - 00:00:00.0729990 
Loop 8588 - 00:00:00.0749999 
Loop 8589 - 00:00:00.0749999 
Loop 8590 - 00:00:00.0739999 
Loop 8591 - 00:00:00.0770014 
Loop 8592 - 00:00:00.0750016 
Loop 8593 - 00:00:00.0729976 
Loop 8594 - 00:00:00.0760023 
Loop 8595 - 00:00:00.0739990 
Loop 8596 - 00:00:00.0729985 
Loop 8597 - 00:00:00.0740006 
Loop 8598 - 00:00:00.5270003 
Loop 8599 - 00:00:00.0750011 
Loop 8600 - 00:00:00.0760002 
Loop 8601 - 00:00:00.0719996 
Loop 8602 - 00:00:00.0770014 
Loop 8603 - 00:00:00.0739992 
Loop 8604 - 00:00:00.0759989 
Loop 8605 - 00:00:00.0750014 
Loop 8606 - 00:00:00.0729996 
Loop 8607 - 00:00:00.0749996 
Loop 8608 - 00:00:00.0740018 
Loop 8609 - 00:00:00.0739986 
Loop 8610 - 00:00:00.5250008 
Loop 8611 - 00:00:00.0759997 
Loop 8612 - 00:00:00.0749996 
Loop 8613 - 00:00:00.0730014 
Loop 8614 - 00:00:00.0739996 
Loop 8615 - 00:00:00.0740005 
Loop 8616 - 00:00:00.0759998 
Loop 8617 - 00:00:00.0729995 
Loop 8618 - 00:00:00.0740008 
Loop 8619 - 00:00:00.0740010 
Loop 8620 - 00:00:00.0750012 
Loop 8621 - 00:00:00.5249986 
Loop 8622 - 00:00:00.0759996 
Loop 8623 - 00:00:00.0730004 
Loop 8624 - 00:00:00.0739995 
Loop 8625 - 00:00:00.0739994 
Loop 8626 - 00:00:00.0720055 
Loop 8627 - 00:00:00.0769952 
Loop 8628 - 00:00:00.0749998 
Loop 8629 - 00:00:00.0740012 
Loop 8630 - 00:00:00.0769999 
Loop 8631 - 00:00:00.5270006 
Loop 8632 - 00:00:00.0759995 
Loop 8633 - 00:00:00.0740006 
Loop 8634 - 00:00:00.0750008 
Loop 8635 - 00:00:00.0749989 
Loop 8636 - 00:00:00.0739996 
Loop 8637 - 00:00:00.0740008 
Loop 8638 - 00:00:00.0750005 
Loop 8639 - 00:00:00.0739991 
Loop 8640 - 00:00:00.5280016 
Loop 8641 - 00:00:00.0759998 
Loop 8642 - 00:00:00.0739994 
Loop 8643 - 00:00:00.0750001 
Loop 8644 - 00:00:00.0740003 
Loop 8645 - 00:00:00.0750006 
Loop 8646 - 00:00:00.0750006 
Loop 8647 - 00:00:00.0749988 
Loop 8648 - 00:00:00.5330015 
Loop 8649 - 00:00:00.0780009 
Loop 8650 - 00:00:00.0729978 
Loop 8651 - 00:00:00.0750031 
Loop 8652 - 00:00:00.0739990 
Loop 8653 - 00:00:00.0749987 
Loop 8654 - 00:00:00.0750020 
Loop 8655 - 00:00:00.5259989 
Loop 8656 - 00:00:00.0739999 
Loop 8657 - 00:00:00.0740005 
Loop 8658 - 00:00:00.0750013 
Loop 8659 - 00:00:00.0739989 
Loop 8660 - 00:00:00.0759998 
Loop 8661 - 00:00:00.5280021 
Loop 8662 - 00:00:00.0749989 
Loop 8663 - 00:00:00.0750007 
Loop 8664 - 00:00:00.0739992 
Loop 8665 - 00:00:00.0749994 
Loop 8666 - 00:00:00.5310030 
Loop 8667 - 00:00:00.0749980 
Loop 8668 - 00:00:00.0740016 
Loop 8669 - 00:00:00.0749985 
Loop 8670 - 00:00:00.5260022 
Loop 8671 - 00:00:00.0769987 
Loop 8672 - 00:00:00.0710025 
Loop 8673 - 00:00:00.5269994 
Loop 8674 - 00:00:00.0750020 
Loop 8675 - 00:00:00.0739978 
Loop 8676 - 00:00:00.0769997 
Loop 8677 - 00:00:00.0730006 
Loop 8678 - 00:00:00.0739993 
Loop 8679 - 00:00:00.0760024 
Loop 8680 - 00:00:00.0749979 
Loop 8681 - 00:00:00.0740009 
Loop 8682 - 00:00:00.0749993 
Loop 8683 - 00:00:00.0740005 
Loop 8684 - 00:00:00.0750009 
Loop 8685 - 00:00:00.0749978 
Loop 8686 - 00:00:00.5240016 
Loop 8687 - 00:00:00.0760009 
Loop 8688 - 00:00:00.0729992 
Loop 8689 - 00:00:00.0750004 
Loop 8690 - 00:00:00.0739995 
Loop 8691 - 00:00:00.0750016 
Loop 8692 - 00:00:00.0749984 
Loop 8693 - 00:00:00.0740003 
Loop 8694 - 00:00:00.0730016 
Loop 8695 - 00:00:00.0749990 
Loop 8696 - 00:00:00.0739997 
Loop 8697 - 00:00:00.0750001 
Loop 8698 - 00:00:00.5220027 
Loop 8699 - 00:00:00.0739980 
Loop 8700 - 00:00:00.0760000 
Loop 8701 - 00:00:00.0739995 
Loop 8702 - 00:00:00.0760008 
Loop 8703 - 00:00:00.0750003 
Loop 8704 - 00:00:00.0730011 
Loop 8705 - 00:00:00.0739982 
Loop 8706 - 00:00:00.0740014 
Loop 8707 - 00:00:00.0779992 
Loop 8708 - 00:00:00.0750001 
Loop 8709 - 00:00:00.5280020 
Loop 8710 - 00:00:00.0760004 
Loop 8711 - 00:00:00.0740004 
Loop 8712 - 00:00:00.0749975 
Loop 8713 - 00:00:00.0750031 
Loop 8714 - 00:00:00.0739979 
Loop 8715 - 00:00:00.0729999 
Loop 8716 - 00:00:00.0749998 
Loop 8717 - 00:00:00.0750002 
Loop 8718 - 00:00:00.0750023 
Loop 8719 - 00:00:00.5269989 
Loop 8720 - 00:00:00.0749991 
Loop 8721 - 00:00:00.0740027 
Loop 8722 - 00:00:00.0739983 
Loop 8723 - 00:00:00.0739996 
Loop 8724 - 00:00:00.0730001 
Loop 8725 - 00:00:00.0750008 
Loop 8726 - 00:00:00.0730003 
Loop 8727 - 00:00:00.0739987 
Loop 8728 - 00:00:00.5270007 
Loop 8729 - 00:00:00.0770019 
Loop 8730 - 00:00:00.0739987 
Loop 8731 - 00:00:00.0740004 
Loop 8732 - 00:00:00.0740006 
Loop 8733 - 00:00:00.0729993 
Loop 8734 - 00:00:00.0750018 
Loop 8735 - 00:00:00.0739979 
Loop 8736 - 00:00:00.5210031 
Loop 8737 - 00:00:00.0799986 
Loop 8738 - 00:00:00.0760012 
Loop 8739 - 00:00:00.0739985 
Loop 8740 - 00:00:00.0749999 
Loop 8741 - 00:00:00.0740032 
Loop 8742 - 00:00:00.0759978 
Loop 8743 - 00:00:00.5340019 
Loop 8744 - 00:00:00.0709980 
Loop 8745 - 00:00:00.0680046 
Loop 8746 - 00:00:00.0729967 
Loop 8747 - 00:00:00.0750006 
Loop 8748 - 00:00:00.0700010 
Loop 8749 - 00:00:00.5199995 
Loop 8750 - 00:00:00.0729994 
Loop 8751 - 00:00:00.0779994 
Loop 8752 - 00:00:00.0720001 
Loop 8753 - 00:00:00.0730004 
Loop 8754 - 00:00:00.5450001 
Loop 8755 - 00:00:00.0769997 
Loop 8756 - 00:00:00.0760010 
Loop 8757 - 00:00:00.0749994 
Loop 8758 - 00:00:00.5100028 
Loop 8759 - 00:00:00.0750010 
Loop 8760 - 00:00:00.0709977 
Loop 8761 - 00:00:00.0720007 
Loop 8762 - 00:00:00.0649983 
Loop 8763 - 00:00:00.0710021 
Loop 8764 - 00:00:00.0659998 
Loop 8765 - 00:00:00.0649997 
Loop 8766 - 00:00:00.0669993 
Loop 8767 - 00:00:00.0680012 
Loop 8768 - 00:00:00.0689997 
Loop 8769 - 00:00:00.0690004 
Loop 8770 - 00:00:00.0740011 
Loop 8771 - 00:00:00.5079998 
Loop 8772 - 00:00:00.0689996 
Loop 8773 - 00:00:00.0729992 
Loop 8774 - 00:00:00.0679996 
Loop 8775 - 00:00:00.0690019 
Loop 8776 - 00:00:00.0729992 
Loop 8777 - 00:00:00.0710007 
Loop 8778 - 00:00:00.0679996 
Loop 8779 - 00:00:00.0680001 
Loop 8780 - 00:00:00.0719993 
Loop 8781 - 00:00:00.0720008 
Loop 8782 - 00:00:00.0740001 
Loop 8783 - 00:00:00.5040007 
Loop 8784 - 00:00:00.0719986 
Loop 8785 - 00:00:00.0760011 
Loop 8786 - 00:00:00.0780004 
Loop 8787 - 00:00:00.0740001 
Loop 8788 - 00:00:00.0729996 
Loop 8789 - 00:00:00.0760001 
Loop 8790 - 00:00:00.0749998 
Loop 8791 - 00:00:00.0729996 
Loop 8792 - 00:00:00.0710000 
Loop 8793 - 00:00:00.0680001 
Loop 8794 - 00:00:00.5160012 
Loop 8795 - 00:00:00.0700012 
Loop 8796 - 00:00:00.0729994 
Loop 8797 - 00:00:00.0699998 
Loop 8798 - 00:00:00.0699996 
Loop 8799 - 00:00:00.0730013 
Loop 8800 - 00:00:00.0729989 
Loop 8801 - 00:00:00.0730013 
Loop 8802 - 00:00:00.0779995 
Loop 8803 - 00:00:00.0720010 
Loop 8804 - 00:00:00.5390003 
Loop 8805 - 00:00:00.0779998 
Loop 8806 - 00:00:00.0759993 
Loop 8807 - 00:00:00.0750007 
Loop 8808 - 00:00:00.0740028 
Loop 8809 - 00:00:00.0739981 
Loop 8810 - 00:00:00.0739987 
Loop 8811 - 00:00:00.0740015 
Loop 8812 - 00:00:00.0739989 
Loop 8813 - 00:00:00.5280028 
Loop 8814 - 00:00:00.0759994 
Loop 8815 - 00:00:00.0729989 
Loop 8816 - 00:00:00.0740002 
Loop 8817 - 00:00:00.0759996 
Loop 8818 - 00:00:00.0700012 
Loop 8819 - 00:00:00.0700020 
Loop 8820 - 00:00:00.0759972 
Loop 8821 - 00:00:00.5350008 
Loop 8822 - 00:00:00.0660004 
Loop 8823 - 00:00:00.0700004 
Loop 8824 - 00:00:00.0729990 
Loop 8825 - 00:00:00.0720015 
Loop 8826 - 00:00:00.0669989 
Loop 8827 - 00:00:00.0730003 
Loop 8828 - 00:00:00.5220014 
Loop 8829 - 00:00:00.0749996 
Loop 8830 - 00:00:00.0630001 
Loop 8831 - 00:00:00.0660025 
Loop 8832 - 00:00:00.0669976 
Loop 8833 - 00:00:00.0660000 
Loop 8834 - 00:00:00.5050011 
Loop 8835 - 00:00:00.0739991 
Loop 8836 - 00:00:00.0700021 
Loop 8837 - 00:00:00.0699991 
Loop 8838 - 00:00:00.0629986 
Loop 8839 - 00:00:00.0660010 
Loop 8840 - 00:00:00.0650002 
Loop 8841 - 00:00:00.0709999 
Loop 8842 - 00:00:00.0710000 
Loop 8843 - 00:00:00.0680002 
Loop 8844 - 00:00:00.0709998 
Loop 8845 - 00:00:00.0700007 
Loop 8846 - 00:00:00.0719995 
Loop 8847 - 00:00:00.5250038 
Loop 8848 - 00:00:00.0769956 
Loop 8849 - 00:00:00.0730009 
Loop 8850 - 00:00:00.0750011 
Loop 8851 - 00:00:00.0749992 
Loop 8852 - 00:00:00.0739997 
Loop 8853 - 00:00:00.0750003 
Loop 8854 - 00:00:00.0750010 
Loop 8855 - 00:00:00.0759998 
Loop 8856 - 00:00:00.0730006 
Loop 8857 - 00:00:00.0729982 
Loop 8858 - 00:00:00.0740011 
Loop 8859 - 00:00:00.0729996 
Loop 8860 - 00:00:00.5350005 
Loop 8861 - 00:00:00.0790006 
Loop 8862 - 00:00:00.0770002 
Loop 8863 - 00:00:00.0750008 
Loop 8864 - 00:00:00.0750005 
Loop 8865 - 00:00:00.0759987 
Loop 8866 - 00:00:00.0719997 
Loop 8867 - 00:00:00.0760018 
Loop 8868 - 00:00:00.0749992 
Loop 8869 - 00:00:00.0739988 
Loop 8870 - 00:00:00.0750015 
Loop 8871 - 00:00:00.0750007 
Loop 8872 - 00:00:00.0749985 
Loop 8873 - 00:00:00.5330011 
Loop 8874 - 00:00:00.0750026 
Loop 8875 - 00:00:00.0749985 
Loop 8876 - 00:00:00.0739990 
Loop 8877 - 00:00:00.0740025 
Loop 8878 - 00:00:00.0739974 
Loop 8879 - 00:00:00.0740001 
Loop 8880 - 00:00:00.0750017 
Loop 8881 - 00:00:00.0729989 
Loop 8882 - 00:00:00.0750010 
Loop 8883 - 00:00:00.0729998 
Loop 8884 - 00:00:00.0739984 
Loop 8885 - 00:00:00.5310022 
Loop 8886 - 00:00:00.0769995 
Loop 8887 - 00:00:00.0730011 
Loop 8888 - 00:00:00.0749989 
Loop 8889 - 00:00:00.0740015 
Loop 8890 - 00:00:00.0729983 
Loop 8891 - 00:00:00.0760005 
Loop 8892 - 00:00:00.0729993 
Loop 8893 - 00:00:00.0750018 
Loop 8894 - 00:00:00.0740000 
Loop 8895 - 00:00:00.0769984 
Loop 8896 - 00:00:00.5410010 
Loop 8897 - 00:00:00.0800018 
Loop 8898 - 00:00:00.0820003 
Loop 8899 - 00:00:00.0679986 
Loop 8900 - 00:00:00.0659999 
Loop 8901 - 00:00:00.0679999 
Loop 8902 - 00:00:00.0730001 
Loop 8903 - 00:00:00.0790006 
Loop 8904 - 00:00:00.0749992 
Loop 8905 - 00:00:00.0669998 
Loop 8906 - 00:00:00.5380022 
Loop 8907 - 00:00:00.0699992 
Loop 8908 - 00:00:00.0710003 
Loop 8909 - 00:00:00.0730005 
Loop 8910 - 00:00:00.0780003 
Loop 8911 - 00:00:00.0779986 
Loop 8912 - 00:00:00.0690018 
Loop 8913 - 00:00:00.0769985 
Loop 8914 - 00:00:00.0780004 
Loop 8915 - 00:00:00.5310029 
Loop 8916 - 00:00:00.0719973 
Loop 8917 - 00:00:00.0790001 
Loop 8918 - 00:00:00.0800011 
Loop 8919 - 00:00:00.0720025 
Loop 8920 - 00:00:00.0809980 
Loop 8921 - 00:00:00.0769991 
Loop 8922 - 00:00:00.0730010 
Loop 8923 - 00:00:00.5260009 
Loop 8924 - 00:00:00.0789991 
Loop 8925 - 00:00:00.0760005 
Loop 8926 - 00:00:00.0719996 
Loop 8927 - 00:00:00.0800010 
Loop 8928 - 00:00:00.0800000 
Loop 8929 - 00:00:00.0739986 
Loop 8930 - 00:00:00.5210030 
Loop 8931 - 00:00:00.0789986 
Loop 8932 - 00:00:00.0729991 
Loop 8933 - 00:00:00.0680024 
Loop 8934 - 00:00:00.0689983 
Loop 8935 - 00:00:00.0670010 
Loop 8936 - 00:00:00.5090006 
Loop 8937 - 00:00:00.0700000 
Loop 8938 - 00:00:00.0700005 
Loop 8939 - 00:00:00.0739993 
Loop 8940 - 00:00:00.0720005 
Loop 8941 - 00:00:00.5090010 
Loop 8942 - 00:00:00.0669997 
Loop 8943 - 00:00:00.0670016 
Loop 8944 - 00:00:00.0659972 
Loop 8945 - 00:00:00.5050035 
Loop 8946 - 00:00:00.0729968 
Loop 8947 - 00:00:00.0730020 
Loop 8948 - 00:00:00.5189996 
Loop 8949 - 00:00:00.0730012 
Loop 8950 - 00:00:00.0709996 
Loop 8951 - 00:00:00.0729996 
Loop 8952 - 00:00:00.0699997 
Loop 8953 - 00:00:00.0740006 
Loop 8954 - 00:00:00.0720011 
Loop 8955 - 00:00:00.0679982 
Loop 8956 - 00:00:00.0740019 
Loop 8957 - 00:00:00.0729990 
Loop 8958 - 00:00:00.0729995 
Loop 8959 - 00:00:00.0690007 
Loop 8960 - 00:00:00.0730008 
Loop 8961 - 00:00:00.5110006 
Loop 8962 - 00:00:00.0729992 
Loop 8963 - 00:00:00.0729993 
Loop 8964 - 00:00:00.0740010 
Loop 8965 - 00:00:00.0750003 
Loop 8966 - 00:00:00.0750003 
Loop 8967 - 00:00:00.0739999 
Loop 8968 - 00:00:00.0770002 
Loop 8969 - 00:00:00.0709993 
Loop 8970 - 00:00:00.0750004 
Loop 8971 - 00:00:00.0680003 
Loop 8972 - 00:00:00.0729999 
Loop 8973 - 00:00:00.5190054 
Loop 8974 - 00:00:00.0739955 
Loop 8975 - 00:00:00.0639989 
Loop 8976 - 00:00:00.0690018 
Loop 8977 - 00:00:00.0730007 
Loop 8978 - 00:00:00.0659977 
Loop 8979 - 00:00:00.0700008 
Loop 8980 - 00:00:00.0660007 
Loop 8981 - 00:00:00.0709995 
Loop 8982 - 00:00:00.0730010 
Loop 8983 - 00:00:00.0669991 
Loop 8984 - 00:00:00.5200016 
Loop 8985 - 00:00:00.0699991 
Loop 8986 - 00:00:00.0730008 
Loop 8987 - 00:00:00.0669997 
Loop 8988 - 00:00:00.0739995 
Loop 8989 - 00:00:00.0679997 
Loop 8990 - 00:00:00.0710022 
Loop 8991 - 00:00:00.0680006 
Loop 8992 - 00:00:00.0719985 
Loop 8993 - 00:00:00.0710012 
Loop 8994 - 00:00:00.5080003 
Loop 8995 - 00:00:00.0759990 
Loop 8996 - 00:00:00.0719996 
Loop 8997 - 00:00:00.0700032 
Loop 8998 - 00:00:00.0680011 
Loop 8999 - 00:00:00.0659965 
Loop 9000 - 00:00:00.0700007 
Loop 9001 - 00:00:00.0689998 
Loop 9002 - 00:00:00.0759994 
Loop 9003 - 00:00:00.5110004 
Loop 9004 - 00:00:00.0720012 
Loop 9005 - 00:00:00.0650001 
Loop 9006 - 00:00:00.0699995 
Loop 9007 - 00:00:00.0669996 
Loop 9008 - 00:00:00.0660017 
Loop 9009 - 00:00:00.0679996 
Loop 9010 - 00:00:00.0669985 
Loop 9011 - 00:00:00.5170017 
Loop 9012 - 00:00:00.0699999 
Loop 9013 - 00:00:00.0689987 
Loop 9014 - 00:00:00.0720016 
Loop 9015 - 00:00:00.0719985 
Loop 9016 - 00:00:00.0710019 
Loop 9017 - 00:00:00.0690011 
Loop 9018 - 00:00:00.5089982 
Loop 9019 - 00:00:00.0700002 
Loop 9020 - 00:00:00.0690012 
Loop 9021 - 00:00:00.0669987 
Loop 9022 - 00:00:00.0689998 
Loop 9023 - 00:00:00.0700031 
Loop 9024 - 00:00:00.5059995 
Loop 9025 - 00:00:00.0730010 
Loop 9026 - 00:00:00.0729986 
Loop 9027 - 00:00:00.0700011 
Loop 9028 - 00:00:00.0650018 
Loop 9029 - 00:00:00.5189979 
Loop 9030 - 00:00:00.0739999 
Loop 9031 - 00:00:00.0699992 
Loop 9032 - 00:00:00.0720010 
Loop 9033 - 00:00:00.5120013 
Loop 9034 - 00:00:00.0699994 
Loop 9035 - 00:00:00.0680009 
Loop 9036 - 00:00:00.5080000 
Loop 9037 - 00:00:00.0739991 
Loop 9038 - 00:00:00.0740001 
Loop 9039 - 00:00:00.0700001 
Loop 9040 - 00:00:00.0750011 
Loop 9041 - 00:00:00.0729998 
Loop 9042 - 00:00:00.0729991 
Loop 9043 - 00:00:00.0700020 
Loop 9044 - 00:00:00.0700000 
Loop 9045 - 00:00:00.0649978 
Loop 9046 - 00:00:00.0730016 
Loop 9047 - 00:00:00.0710022 
Loop 9048 - 00:00:00.0679965 
Loop 9049 - 00:00:00.5150030 
Loop 9050 - 00:00:00.0689974 
Loop 9051 - 00:00:00.0720008 
Loop 9052 - 00:00:00.0660010 
Loop 9053 - 00:00:00.0659986 
Loop 9054 - 00:00:00.0670008 
Loop 9055 - 00:00:00.0729999 
Loop 9056 - 00:00:00.0700000 
Loop 9057 - 00:00:00.0730008 
Loop 9058 - 00:00:00.0719996 
Loop 9059 - 00:00:00.0710000 
Loop 9060 - 00:00:00.0739997 
Loop 9061 - 00:00:00.5120003 
Loop 9062 - 00:00:00.0750041 
Loop 9063 - 00:00:00.0690000 
Loop 9064 - 00:00:00.0699976 
Loop 9065 - 00:00:00.0690001 
Loop 9066 - 00:00:00.0670004 
Loop 9067 - 00:00:00.0729984 
Loop 9068 - 00:00:00.0710008 
Loop 9069 - 00:00:00.0739997 
Loop 9070 - 00:00:00.0699996 
Loop 9071 - 00:00:00.0700011 
Loop 9072 - 00:00:00.5420018 
Loop 9073 - 00:00:00.0840004 
Loop 9074 - 00:00:00.0819986 
Loop 9075 - 00:00:00.0750000 
Loop 9076 - 00:00:00.0820006 
Loop 9077 - 00:00:00.0860042 
Loop 9078 - 00:00:00.0709963 
Loop 9079 - 00:00:00.0770003 
Loop 9080 - 00:00:00.0839989 
Loop 9081 - 00:00:00.0760009 
Loop 9082 - 00:00:00.5440006 
Loop 9083 - 00:00:00.0709997 
Loop 9084 - 00:00:00.0679995 
Loop 9085 - 00:00:00.0800016 
Loop 9086 - 00:00:00.0849991 
Loop 9087 - 00:00:00.0740004 
Loop 9088 - 00:00:00.0790000 
Loop 9089 - 00:00:00.0840002 
Loop 9090 - 00:00:00.0749993 
Loop 9091 - 00:00:00.5510024 
Loop 9092 - 00:00:00.0749983 
Loop 9093 - 00:00:00.0830012 
